At The Intersection Of Nicholson Street And Princes Street Carlton - Lane 1 2 3|2326|919371|-37.793284|144.975528|1rAEX1QuKB0|NA|0
At The Intersection Of Nicholson Street And Victoria Parade East Melbourne|0|0|-37.808205|144.973053|EHr-7cijfuQ|NA|0
At The Intersection Of North Road And Clayton Road Oakleigh East - Lane 1 2 3|12370|3028960|-37.913608|145.121708|r4Y8kC5K-Bk|NA|0
At The Intersection Of North Road And Clayton Road Oakleigh East - Lane 4 5|4502|1075782|-37.913677|145.121694|r4Y8kC5K-Bk|NA|0
At The Intersection Of Ogilvie Avenue And High Street Echuca - Lane 1 2 3|491|171762|-36.140387|144.750748|-mbkZsUumb4|NA|33
At The Intersection Of Park Road And Charman Road Cheltenham - Lane 1 2|89|33304|-37.965496|145.055936|I3mpltFthGE|NA|0
At The Intersection Of Pascoe Vale Road And Peck Avenue Strathmore - Lane 1 2 3 4|5573|1361499|-37.7301|144.923845|JMojIcZiG4U|NA|0
At The Intersection Of Pascoe Vale Road And Reservoir Drive Coolaroo - Lane 1 2 3 4|1064|326825|-37.643371|144.929033|h2l4MPCC0dw|NA|0
At The Intersection Of Peel Street And Victoria Street West Melbourne - Lane 1 2 3|364|123133|-37.806147|144.955879|8D-dilHPJlE|NA|0
At The Intersection Of Plenty Road And Dunne Street Kingsbury - Lane 1 2 3 4|2433|852410|-37.716882|145.043199|QwjBCnm2p38|NA|0
At The Intersection Of Plenty Road And Kingsbury Drive Bundoora - Lane 1 2 3 4|2900|702687|-37.717037|145.042773|s1KLsdNIZeU|NA|0
At The Intersection Of Princes Highway And Belgrave Road Malvern East - Lane 2 3|236|85979|-37.884531|145.06733|WBBs-FGnwFU|NA|0
At The Intersection Of Princes Highway And Belgrave Road Malvern East - Lane 4 5 6|919|341250|-37.884599|145.067321|WBBs-FGnwFU|NA|0
At The Intersection Of Princes Highway And Elonera Road Noble Park North - Lane 1 2 3 4|638|199783|-37.961176|145.188239|RIXTZdZGP9E|NA|0
At The Intersection Of Princes Highway And Fitzgerald Road Hallam - Lane 1 2 3 4|2451|663790|-38.008582|145.278118|9wKh1_-5SIM|NA|0
At The Intersection Of Princes Highway And Gladstone Road Dandenong - Lane 1 2 3|221|67969|-37.97486|145.203461|M5_JTVpugCc|NA|0
At The Intersection Of Princes Highway And Gladstone Road Dandenong - Lane 4 5|286|111205|-37.974963|145.20329|M5_JTVpugCc|NA|0
At The Intersection Of Princes Highway And Huntingdale Road Oakleigh East - Lane 1 2 3 4|776|279276|-37.900496|145.10496|nCR4FMHZXTI|NA|0
